code,note,prj4,prj_method
21460,Beijing 1954 / Gauss-Kruger CM 117E,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21461,Beijing 1954 / Gauss-Kruger CM 123E,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21462,Beijing 1954 / Gauss-Kruger CM 129E,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21463,Beijing 1954 / Gauss-Kruger CM 135E,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2147,"NAD83(CSRS98) / MTM zone 10",+proj=tmerc +lat_0=0 +lon_0=-79.5 +k=0.9999 +x_0=304800 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
21473,Beijing 1954 / Gauss-Kruger 13N,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21474,Beijing 1954 / Gauss-Kruger 14N,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21475,Beijing 1954 / Gauss-Kruger 15N,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21476,Beijing 1954 / Gauss-Kruger 16N,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21477,Beijing 1954 / Gauss-Kruger 17N,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21478,Beijing 1954 / Gauss-Kruger 18N,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21479,Beijing 1954 / Gauss-Kruger 19N,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2148,"NAD83(CSRS98) / UTM zone 21N",+proj=utm +zone=21 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
21480,Beijing 1954 / Gauss-Kruger 20N,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21481,Beijing 1954 / Gauss-Kruger 21N,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21482,Beijing 1954 / Gauss-Kruger 22N,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
21483,Beijing 1954 / Gauss-Kruger 23N,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2149,"NAD83(CSRS98) / UTM zone 18N",+proj=utm +zone=18 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2150,"NAD83(CSRS98) / UTM zone 17N",+proj=utm +zone=17 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
21500,Belge 1950 (Brussels) / Belge Lambert 50,+proj=lcc +lat_0=90 +lon_0=0 +lat_1=49.8333333333333 +lat_2=51.1666666666667 +x_0=150000 +y_0=5400000 +ellps=intl +pm=brussels +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
2151,"NAD83(CSRS98) / UTM zone 13N",+proj=utm +zone=13 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2152,"NAD83(CSRS98) / UTM zone 12N",+proj=utm +zone=12 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2153,"NAD83(CSRS98) / UTM zone 11N",+proj=utm +zone=11 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2154,RGF93 / Lambert-93,+proj=lcc +lat_0=46.5 +lon_0=3 +lat_1=49 +lat_2=44 +x_0=700000 +y_0=6600000 +ellps=GRS80 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
2155,American Samoa 1962 / American Samoa Lambert,+proj=lcc +lat_1=-14.2666666666667 +lat_0=-14.2666666666667 +lon_0=170 +k_0=1 +x_0=152400.30480061 +y_0=0 +ellps=clrk66 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
2156,"NAD83(HARN) / UTM zone 59S",+proj=utm +zone=59 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2157,IRENET95 / Irish Transverse Mercator,+proj=tmerc +lat_0=53.5 +lon_0=-8 +k=0.99982 +x_0=600000 +y_0=750000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2158,IRENET95 / UTM zone 29N,+proj=utm +zone=29 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2159,Sierra Leone 1924 / New Colony Grid,+proj=tmerc +lat_0=6.66666666666667 +lon_0=-12 +k=1 +x_0=152399.855090754 +y_0=0 +a=6378300 +rf=296 +to_meter=0.304799710181509 +no_defs +type=crs,Transverse Mercator
2160,Sierra Leone 1924 / New War Office Grid,+proj=tmerc +lat_0=6.66666666666667 +lon_0=-12 +k=1 +x_0=243839.768145207 +y_0=182879.826108905 +a=6378300 +rf=296 +to_meter=0.304799710181509 +no_defs +type=crs,Transverse Mercator
2161,Sierra Leone 1968 / UTM zone 28N,+proj=utm +zone=28 +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
2162,Sierra Leone 1968 / UTM zone 29N,+proj=utm +zone=29 +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
2163,US National Atlas Equal Area,+proj=laea +lat_0=45 +lon_0=-100 +x_0=0 +y_0=0 +ellps=sphere +units=m +no_defs +type=crs,Lambert Azimuthal Equal Area (Spherical)
2164,Locodjo 1965 / TM 5 NW,+proj=tmerc +lat_0=0 +lon_0=-5 +k=0.9996 +x_0=500000 +y_0=0 +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
2165,Abidjan 1987 / TM 5 NW,+proj=tmerc +lat_0=0 +lon_0=-5 +k=0.9996 +x_0=500000 +y_0=0 +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
2166,Pulkovo 1942(83) / Gauss Kruger zone 3,+proj=tmerc +lat_0=0 +lon_0=9 +k=1 +x_0=3500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2167,Pulkovo 1942(83) / Gauss Kruger zone 4,+proj=tmerc +lat_0=0 +lon_0=12 +k=1 +x_0=4500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2168,Pulkovo 1942(83) / Gauss Kruger zone 5,+proj=tmerc +lat_0=0 +lon_0=15 +k=1 +x_0=5500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2169,Luxembourg 1930 / Gauss,+proj=tmerc +lat_0=49.8333333333333 +lon_0=6.16666666666667 +k=1 +x_0=80000 +y_0=100000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2170,MGI / Slovenia Grid,+proj=tmerc +lat_0=0 +lon_0=15 +k=0.9999 +x_0=500000 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs,Transverse Mercator
2171,Pulkovo 1942(58) / Poland zone I,+proj=sterea +lat_0=50.625 +lon_0=21.0833333333333 +k=0.9998 +x_0=4637000 +y_0=5647000 +ellps=krass +units=m +no_defs +type=crs,Oblique Stereographic
2172,Pulkovo 1942(58) / Poland zone II,+proj=sterea +lat_0=53.0019444444444 +lon_0=21.5027777777778 +k=0.9998 +x_0=4603000 +y_0=5806000 +ellps=krass +units=m +no_defs +type=crs,Oblique Stereographic
2173,Pulkovo 1942(58) / Poland zone III,+proj=sterea +lat_0=53.5833333333333 +lon_0=17.0083333333333 +k=0.9998 +x_0=3501000 +y_0=5999000 +ellps=krass +units=m +no_defs +type=crs,Oblique Stereographic
2174,Pulkovo 1942(58) / Poland zone IV,+proj=sterea +lat_0=51.6708333333333 +lon_0=16.6722222222222 +k=0.9998 +x_0=3703000 +y_0=5627000 +ellps=krass +units=m +no_defs +type=crs,Oblique Stereographic
2175,Pulkovo 1942(58) / Poland zone V,+proj=tmerc +lat_0=0 +lon_0=18.9583333333333 +k=0.999983 +x_0=237000 +y_0=-4700000 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2176,ETRS89 / Poland CS2000 zone 5,+proj=tmerc +lat_0=0 +lon_0=15 +k=0.999923 +x_0=5500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2177,ETRS89 / Poland CS2000 zone 6,+proj=tmerc +lat_0=0 +lon_0=18 +k=0.999923 +x_0=6500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2178,ETRS89 / Poland CS2000 zone 7,+proj=tmerc +lat_0=0 +lon_0=21 +k=0.999923 +x_0=7500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
21780,Bern 1898 (Bern) / LV03C,+proj=somerc +lat_0=46.9524055555556 +lon_0=0 +k_0=1 +x_0=0 +y_0=0 +ellps=bessel +pm=bern +units=m +no_defs +type=crs,Hotine Oblique Mercator (variant B)
21781,CH1903 / LV03,+proj=somerc +lat_0=46.9524055555556 +lon_0=7.43958333333333 +k_0=1 +x_0=600000 +y_0=200000 +ellps=bessel +units=m +no_defs +type=crs,Hotine Oblique Mercator (variant B)
21782,CH1903 / LV03C-G,+proj=somerc +lat_0=46.9524055555556 +lon_0=7.43958333333333 +k_0=1 +x_0=0 +y_0=0 +ellps=bessel +units=m +no_defs +type=crs,Hotine Oblique Mercator (variant B)
2179,ETRS89 / Poland CS2000 zone 8,+proj=tmerc +lat_0=0 +lon_0=24 +k=0.999923 +x_0=8500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2180,ETRS89 / Poland CS92,+proj=tmerc +lat_0=0 +lon_0=19 +k=0.9993 +x_0=500000 +y_0=-5300000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
21817,Bogota 1975 / UTM zone 17N,+proj=utm +zone=17 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21818,Bogota 1975 / UTM zone 18N,+proj=utm +zone=18 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2188,Azores Occidental 1939 / UTM zone 25N,+proj=utm +zone=25 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2189,Azores Central 1948 / UTM zone 26N,+proj=utm +zone=26 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21891,Bogota 1975 / Colombia West zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-77.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21892,Bogota 1975 / Colombia Bogota zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-74.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21893,Bogota 1975 / Colombia East Central zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-71.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21894,Bogota 1975 / Colombia East,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-68.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21896,Bogota 1975 / Colombia West zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-77.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21897,Bogota 1975 / Colombia Bogota zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-74.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21898,Bogota 1975 / Colombia East Central zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-71.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
21899,Bogota 1975 / Colombia East zone,+proj=tmerc +lat_0=4.59904722222222 +lon_0=-68.0809166666667 +k=1 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2190,Azores Oriental 1940 / UTM zone 26N,+proj=utm +zone=26 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2191,Madeira 1936 / UTM zone 28N,+proj=utm +zone=28 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2192,ED50 / France EuroLambert,+proj=lcc +lat_1=46.8 +lat_0=46.8 +lon_0=2.33722916666667 +k_0=0.99987742 +x_0=600000 +y_0=2200000 +ellps=intl +units=m +no_defs +type=crs,Lambert Conic Conformal (1SP)
2193,NZGD2000 / New Zealand Transverse Mercator 2000,+proj=tmerc +lat_0=0 +lon_0=173 +k=0.9996 +x_0=1600000 +y_0=10000000 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2194,American Samoa 1962 / American Samoa Lambert,+proj=lcc +lat_1=-14.2666666666667 +lat_0=-14.2666666666667 +lon_0=-170 +k_0=1 +x_0=152400.30480061 +y_0=0 +ellps=clrk66 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (1SP)
2195,"NAD83(HARN) / UTM zone 2S",+proj=utm +zone=2 +south +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2196,ETRS89 / Kp2000 Jutland,+proj=tmerc +lat_0=0 +lon_0=9.5 +k=0.99995 +x_0=200000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2197,ETRS89 / Kp2000 Zealand,+proj=tmerc +lat_0=0 +lon_0=12 +k=0.99995 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2198,ETRS89 / Kp2000 Bornholm,+proj=tmerc +lat_0=0 +lon_0=15 +k=1 +x_0=900000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2199,Albanian 1987 / Gauss Kruger zone 4,+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=4500000 +y_0=0 +ellps=krass +units=m +no_defs +type=crs,Transverse Mercator
2200,ATS77 / New Brunswick Stereographic (ATS77),+proj=sterea +lat_0=46.5 +lon_0=-66.5 +k=0.999912 +x_0=300000 +y_0=800000 +a=6378135 +rf=298.257 +units=m +no_defs +type=crs,Oblique Stereographic
2201,REGVEN / UTM zone 18N,+proj=utm +zone=18 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2202,REGVEN / UTM zone 19N,+proj=utm +zone=19 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2203,REGVEN / UTM zone 20N,+proj=utm +zone=20 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22032,Camacupa 1948 / UTM zone 32S,+proj=utm +zone=32 +south +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
22033,Camacupa 1948 / UTM zone 33S,+proj=utm +zone=33 +south +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
2204,"NAD27 / Tennessee",+proj=lcc +lat_0=34.6666666666667 +lon_0=-86 +lat_1=35.25 +lat_2=36.4166666666667 +x_0=609601.219202438 +y_0=30480.0609601219 +datum=NAD27 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (2SP)
2205,"NAD83 / Kentucky North",+proj=lcc +lat_0=37.5 +lon_0=-84.25 +lat_1=37.9666666666667 +lat_2=38.9666666666667 +x_0=500000 +y_0=0 +datum=NAD83 +units=m +no_defs +type=crs,Lambert Conic Conformal (2SP)
2206,ED50 / 3-degree Gauss-Kruger zone 9,+proj=tmerc +lat_0=0 +lon_0=27 +k=1 +x_0=9500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2207,ED50 / 3-degree Gauss-Kruger zone 10,+proj=tmerc +lat_0=0 +lon_0=30 +k=1 +x_0=10500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2208,ED50 / 3-degree Gauss-Kruger zone 11,+proj=tmerc +lat_0=0 +lon_0=33 +k=1 +x_0=11500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2209,ED50 / 3-degree Gauss-Kruger zone 12,+proj=tmerc +lat_0=0 +lon_0=36 +k=1 +x_0=12500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22091,Camacupa 1948 / TM 11.30 SE,+proj=tmerc +lat_0=0 +lon_0=11.5 +k=0.9996 +x_0=500000 +y_0=10000000 +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
22092,Camacupa 1948 / TM 12 SE,+proj=tmerc +lat_0=0 +lon_0=12 +k=0.9996 +x_0=500000 +y_0=10000000 +a=6378249.145 +rf=293.465 +units=m +no_defs +type=crs,Transverse Mercator
2210,ED50 / 3-degree Gauss-Kruger zone 13,+proj=tmerc +lat_0=0 +lon_0=39 +k=1 +x_0=13500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2211,ED50 / 3-degree Gauss-Kruger zone 14,+proj=tmerc +lat_0=0 +lon_0=42 +k=1 +x_0=14500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2212,ED50 / 3-degree Gauss-Kruger zone 15,+proj=tmerc +lat_0=0 +lon_0=45 +k=1 +x_0=15500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2213,ETRS89 / TM 30 NE,+proj=tmerc +lat_0=0 +lon_0=30 +k=0.9996 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2214,Douala 1948 / AOF west,+proj=tmerc +lat_0=0 +lon_0=10.5 +k=0.999 +x_0=1000000 +y_0=1000000 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2215,Manoca 1962 / UTM zone 32N,+proj=utm +zone=32 +ellps=clrk80ign +units=m +no_defs +type=crs,Transverse Mercator
2216,Qornoq 1927 / UTM zone 22N,+proj=utm +zone=22 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2217,Qornoq 1927 / UTM zone 23N,+proj=utm +zone=23 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22171,POSGAR 98 / Argentina 1,+proj=tmerc +lat_0=-90 +lon_0=-72 +k=1 +x_0=1500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22172,POSGAR 98 / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22173,POSGAR 98 / Argentina 3,+proj=tmerc +lat_0=-90 +lon_0=-66 +k=1 +x_0=3500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22174,POSGAR 98 / Argentina 4,+proj=tmerc +lat_0=-90 +lon_0=-63 +k=1 +x_0=4500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22175,POSGAR 98 / Argentina 5,+proj=tmerc +lat_0=-90 +lon_0=-60 +k=1 +x_0=5500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22176,POSGAR 98 / Argentina 6,+proj=tmerc +lat_0=-90 +lon_0=-57 +k=1 +x_0=6500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
22177,POSGAR 98 / Argentina 7,+proj=tmerc +lat_0=-90 +lon_0=-54 +k=1 +x_0=7500000 +y_0=0 +ellps=GRS80 +units=m +no_defs +type=crs,Transverse Mercator
2218,Scoresbysund 1952 / Greenland zone 5 east,(null),Lambert Conic Conformal (West Orientated)
22181,POSGAR 94 / Argentina 1,+proj=tmerc +lat_0=-90 +lon_0=-72 +k=1 +x_0=1500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
22182,POSGAR 94 / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
22183,POSGAR 94 / Argentina 3,+proj=tmerc +lat_0=-90 +lon_0=-66 +k=1 +x_0=3500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
22184,POSGAR 94 / Argentina 4,+proj=tmerc +lat_0=-90 +lon_0=-63 +k=1 +x_0=4500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
22185,POSGAR 94 / Argentina 5,+proj=tmerc +lat_0=-90 +lon_0=-60 +k=1 +x_0=5500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
22186,POSGAR 94 / Argentina 6,+proj=tmerc +lat_0=-90 +lon_0=-57 +k=1 +x_0=6500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
22187,POSGAR 94 / Argentina 7,+proj=tmerc +lat_0=-90 +lon_0=-54 +k=1 +x_0=7500000 +y_0=0 +ellps=WGS84 +units=m +no_defs +type=crs,Transverse Mercator
2219,ATS77 / UTM zone 19N,+proj=utm +zone=19 +a=6378135 +rf=298.257 +units=m +no_defs +type=crs,Transverse Mercator
22191,Campo Inchauspe / Argentina 1,+proj=tmerc +lat_0=-90 +lon_0=-72 +k=1 +x_0=1500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22192,Campo Inchauspe / Argentina 2,+proj=tmerc +lat_0=-90 +lon_0=-69 +k=1 +x_0=2500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22193,Campo Inchauspe / Argentina 3,+proj=tmerc +lat_0=-90 +lon_0=-66 +k=1 +x_0=3500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22194,Campo Inchauspe / Argentina 4,+proj=tmerc +lat_0=-90 +lon_0=-63 +k=1 +x_0=4500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22195,Campo Inchauspe / Argentina 5,+proj=tmerc +lat_0=-90 +lon_0=-60 +k=1 +x_0=5500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22196,Campo Inchauspe / Argentina 6,+proj=tmerc +lat_0=-90 +lon_0=-57 +k=1 +x_0=6500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
22197,Campo Inchauspe / Argentina 7,+proj=tmerc +lat_0=-90 +lon_0=-54 +k=1 +x_0=7500000 +y_0=0 +ellps=intl +units=m +no_defs +type=crs,Transverse Mercator
2220,ATS77 / UTM zone 20N,+proj=utm +zone=20 +a=6378135 +rf=298.257 +units=m +no_defs +type=crs,Transverse Mercator
2221,Scoresbysund 1952 / Greenland zone 6 east,(null),Lambert Conic Conformal (West Orientated)
2222,"NAD83 / Arizona East (ft)",+proj=tmerc +lat_0=31 +lon_0=-110.166666666667 +k=0.9999 +x_0=213360 +y_0=0 +datum=NAD83 +units=ft +no_defs +type=crs,Transverse Mercator
2223,"NAD83 / Arizona Central (ft)",+proj=tmerc +lat_0=31 +lon_0=-111.916666666667 +k=0.9999 +x_0=213360 +y_0=0 +datum=NAD83 +units=ft +no_defs +type=crs,Transverse Mercator
22234,Cape / UTM zone 34S,+proj=utm +zone=34 +south +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator
22235,Cape / UTM zone 35S,+proj=utm +zone=35 +south +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator
22236,Cape / UTM zone 36S,+proj=utm +zone=36 +south +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator
2224,"NAD83 / Arizona West (ft)",+proj=tmerc +lat_0=31 +lon_0=-113.75 +k=0.999933333 +x_0=213360 +y_0=0 +datum=NAD83 +units=ft +no_defs +type=crs,Transverse Mercator
2225,"NAD83 / California zone 1 (ftUS)",+proj=lcc +lat_0=39.3333333333333 +lon_0=-122 +lat_1=41.6666666666667 +lat_2=40 +x_0=2000000.0001016 +y_0=500000.0001016 +datum=NAD83 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (2SP)
2226,"NAD83 / California zone 2 (ftUS)",+proj=lcc +lat_0=37.6666666666667 +lon_0=-122 +lat_1=39.8333333333333 +lat_2=38.3333333333333 +x_0=2000000.0001016 +y_0=500000.0001016 +datum=NAD83 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (2SP)
2227,"NAD83 / California zone 3 (ftUS)",+proj=lcc +lat_0=36.5 +lon_0=-120.5 +lat_1=38.4333333333333 +lat_2=37.0666666666667 +x_0=2000000.0001016 +y_0=500000.0001016 +datum=NAD83 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (2SP)
22275,Cape / Lo15,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=15 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
22277,Cape / Lo17,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=17 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
22279,Cape / Lo19,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=19 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
2228,"NAD83 / California zone 4 (ftUS)",+proj=lcc +lat_0=35.3333333333333 +lon_0=-119 +lat_1=37.25 +lat_2=36 +x_0=2000000.0001016 +y_0=500000.0001016 +datum=NAD83 +units=us-ft +no_defs +type=crs,Lambert Conic Conformal (2SP)
22281,Cape / Lo21,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=21 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
22283,Cape / Lo23,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=23 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
22285,Cape / Lo25,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=25 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
22287,Cape / Lo27,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=27 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
22289,Cape / Lo29,+proj=tmerc +axis=wsu +lat_0=0 +lon_0=29 +k=1 +x_0=0 +y_0=0 +a=6378249.145 +rf=293.4663077 +units=m +no_defs +type=crs,Transverse Mercator (South Orientated)
